time,latitude,longitude,mag,net,place
2018-01-16T05:16:05.080Z,33.4891667,-116.7851667,0.67,ci,"9km NE of Aguanga, CA"
2018-01-16T05:15:16.569Z,59.6109,-152.8115,1.6,ak,"58km WSW of Anchor Point, Alaska"
2018-01-16T05:12:54.876Z,61.8994,-151.5747,1.9,ak,"82km WNW of Willow, Alaska"
2018-01-16T05:12:00.000Z,36.4524,-98.7692,2.6,us,"33km NW of Fairview, Oklahoma"
2018-01-16T05:11:57.840Z,43.6221667,-120.8785,2.09,uw,"50km E of La Pine, Oregon"
2018-01-16T05:03:11.610Z,36.119,-97.8125,3,us,"7km E of Hennessey, Oklahoma"
2018-01-16T05:02:52.401Z,63.2253,-172.1092,2.8,ak,"64km SSW of Gambell, Alaska"
2018-01-16T05:01:27.750Z,37.5915,-118.8453333,0.85,nc,"13km ESE of Mammoth Lakes, CA"
2018-01-16T05:01:14.919Z,36.7885,-117.4119,0.2,nn,"59km WSW of Beatty, Nevada"
2018-01-16T05:00:26.570Z,42.5755,-111.4405,2.07,uu,"16km ESE of Soda Springs, Idaho"
2018-01-16T04:57:02.340Z,68.6832,-146.2597,2,ak,"68km NNW of Arctic Village, Alaska"
2018-01-16T04:56:52.340Z,36.05,-120.1108333,1.58,nc,"5km NNE of Avenal, CA"
2018-01-16T04:55:50.063Z,63.1672,-172.2185,3.2,ak,"72km SSW of Gambell, Alaska"
2018-01-16T04:46:10.461Z,63.1411,-172.3023,4.1,ak,"76km SSW of Gambell, Alaska"
2018-01-16T04:41:01.725Z,63.1438,-172.2512,4.9,ak,"75km SSW of Gambell, Alaska"
2018-01-16T04:37:13.670Z,38.8206673,-122.7941666,0.75,nc,"6km NW of The Geysers, CA"
2018-01-16T04:31:53.500Z,47.8446667,-114.2993333,0.12,mb,"19km NNW of Polson, Montana"
2018-01-16T04:26:45.170Z,38.8146667,-122.8196667,0.65,nc,"7km NW of The Geysers, CA"
2018-01-16T04:21:18.205Z,58.664,-151.2752,1.5,ak,"110km S of Homer, Alaska"
2018-01-16T04:20:58.250Z,38.7653333,-122.7428333,0.79,nc,"2km SE of The Geysers, CA"
2018-01-16T04:19:13.466Z,60.051,-142.1267,2,ak,"17km E of Cape Yakataga, Alaska"
2018-01-16T04:14:26.420Z,38.8001667,-122.8263333,0.29,nc,"7km WNW of The Geysers, CA"
2018-01-16T03:56:40.809Z,63.1132,-150.5721,1.5,ak,"87km WSW of Cantwell, Alaska"
2018-01-16T03:48:11.420Z,33.4958333,-116.7855,0.49,ci,"9km NE of Aguanga, CA"
2018-01-16T03:45:08.653Z,63.5095,-151.0663,0.6,ak,"106km W of Cantwell, Alaska"
2018-01-16T03:35:06.139Z,63.5931,-150.0242,1.2,ak,"57km WNW of Cantwell, Alaska"
2018-01-16T03:24:35.280Z,38.8055,-122.7623367,0.53,nc,"3km N of The Geysers, CA"
2018-01-16T03:23:31.860Z,61.2932,-152.3331,0.6,ak,"87km NW of Nikiski, Alaska"
2018-01-16T03:21:58.013Z,54.5453,-161.2131,2.2,ak,"99km SSW of Sand Point, Alaska"
2018-01-16T03:16:24.560Z,35.5071667,-118.3753333,0.96,ci,"14km SE of Bodfish, CA"
2018-01-16T03:14:08.450Z,82.7573,-10.2619,4.7,us,"162km NE of Nord, Greenland"
2018-01-16T03:13:09.189Z,53.8799,-166.6616,0.6,ak,"7km W of Dutch Harbor, Alaska"
2018-01-16T03:12:18.394Z,61.6056,-146.5611,1.8,ak,"54km NNW of Valdez, Alaska"
2018-01-16T03:02:11.340Z,36.6973333,-121.3448333,1.53,nc,"10km SSW of Tres Pinos, CA"
2018-01-16T03:00:53.200Z,-6.0772,146.4634,4.4,us,"70km ENE of Kainantu, Papua New Guinea"
2018-01-16T02:55:37.034Z,38.4621,-118.3546,-0.2,nn,"24km ESE of Hawthorne, Nevada"
2018-01-16T02:45:18.746Z,39.3858,-119.7533,0.7,nn,"12km NW of Virginia City, Nevada"
2018-01-16T02:31:28.710Z,18.7093,-67.4323,3.31,pr,"42km NW of Aguadilla, Puerto Rico"
2018-01-16T02:31:08.291Z,59.7691,-153.445,1.8,ak,"82km E of Old Iliamna, Alaska"
2018-01-16T02:23:54.390Z,33.8663333,-117.7183333,0.98,ci,"9km ESE of Yorba Linda, CA"
2018-01-16T02:22:26.858Z,59.6133,-152.6623,1.5,ak,"50km WSW of Anchor Point, Alaska"
2018-01-16T02:21:24.650Z,38.8328333,-122.8085,0.24,nc,"8km W of Cobb, CA"
2018-01-16T02:19:50.752Z,37.3528,-117.3135,0.4,nn,"40km S of Goldfield, Nevada"
2018-01-16T02:18:07.972Z,39.3851,-119.7496,0.3,nn,"12km NW of Virginia City, Nevada"
2018-01-16T02:12:40.870Z,38.8170013,-122.8075027,0.89,nc,"6km NW of The Geysers, CA"
2018-01-16T02:12:30.450Z,34.2156667,-117.5843333,2.32,ci,"9km WSW of Lytle Creek, CA"
2018-01-16T02:11:31.530Z,33.4873333,-116.7823333,0.63,ci,"9km ENE of Aguanga, CA"
2018-01-16T02:01:50.900Z,40.3885,-124.6648333,2.68,nc,"33km WNW of Petrolia, CA"
2018-01-16T01:51:31.743Z,61.1393,-150.8743,1.3,ak,"53km W of Anchorage, Alaska"
2018-01-16T01:51:28.720Z,36.0798333,-117.912,2.15,ci,"5km NE of Coso Junction, CA"
2018-01-16T01:46:35.400Z,38.7856667,-122.7481667,1.5,nc,"1km NE of The Geysers, CA"
2018-01-16T01:46:04.510Z,38.7836667,-122.7451667,2.26,nc,"1km NE of The Geysers, CA"
2018-01-16T01:41:03.420Z,37.6066667,-118.8338333,0.49,nc,"13km ESE of Mammoth Lakes, CA"
2018-01-16T01:32:08.740Z,34.1191667,-118.4521667,1.2,ci,"3km S of Sherman Oaks, CA"
2018-01-16T01:30:27.360Z,37.5965,-119.0138333,0.34,nc,"5km SW of Mammoth Lakes, CA"
2018-01-16T01:24:44.975Z,58.9356,-139.5403,2,ak,"68km S of Yakutat, Alaska"
2018-01-16T01:23:33.800Z,35.9643333,-118.6645,1.39,ci,"32km NW of Kernville, CA"
2018-01-16T01:16:02.986Z,59.7512,-153.0005,1.7,ak,"65km W of Anchor Point, Alaska"
2018-01-16T01:15:15.091Z,39.3339,-119.9412,0.1,nn,"9km NNE of Incline Village, Nevada"
2018-01-16T01:06:15.910Z,37.6038333,-118.8376667,0.53,nc,"13km ESE of Mammoth Lakes, CA"
2018-01-16T01:05:14.000Z,46.8915,-112.5191667,1.1,mb,"14km ESE of Lincoln, Montana"
2018-01-16T01:01:45.752Z,63.4804,-151.0505,0.8,ak,"105km W of Cantwell, Alaska"
2018-01-16T00:46:56.784Z,67.0035,-141.7769,1.3,ak,"104km SW of Old Crow, Canada"
2018-01-16T00:34:56.382Z,59.9714,-151.6188,1.3,ak,"24km NNE of Anchor Point, Alaska"
2018-01-16T00:22:15.731Z,38.5012,-118.3823,0,nn,"21km E of Hawthorne, Nevada"
2018-01-16T00:21:05.990Z,-6.0411,154.8038,4.4,us,"81km WNW of Panguna, Papua New Guinea"
2018-01-16T00:18:18.930Z,60.0526,-141.7212,1.9,ak,"39km E of Cape Yakataga, Alaska"
2018-01-16T00:08:21.391Z,65.0009,-147.3553,1.3,ak,"23km NNE of Badger, Alaska"
2018-01-16T00:07:36.070Z,46.8981667,-112.5281667,1.71,mb,"13km ESE of Lincoln, Montana"
2018-01-16T00:02:30.020Z,37.6466667,-119.033,0.03,nc,"5km WNW of Mammoth Lakes, CA"
2018-01-16T00:02:03.037Z,53.9309,-166.6244,0.8,ak,"7km NW of Dutch Harbor, Alaska"
2018-01-16T00:01:29.830Z,33.5021667,-116.535,1.18,ci,"14km ESE of Anza, CA"
2018-01-15T23:59:06.210Z,33.6948333,-116.8043333,0.81,ci,"9km WSW of Idyllwild, CA"
2018-01-15T23:56:39.240Z,34.1413333,-117.5775,1.2,ci,"2km N of Rancho Cucamonga, CA"
2018-01-15T23:51:30.740Z,-30.4915,-178.0721,4.2,us,"130km NE of L'Esperance Rock, New Zealand"
2018-01-15T23:47:44.702Z,39.3835,-119.7559,0.6,nn,"12km NW of Virginia City, Nevada"
2018-01-15T23:35:31.290Z,33.4918333,-116.786,0.57,ci,"9km NE of Aguanga, CA"
2018-01-15T23:26:06.751Z,63.2719,-150.8202,1.3,ak,"94km W of Cantwell, Alaska"
2018-01-15T23:23:56.170Z,34.9868,26.972,4.2,us,"61km SSW of Karpathos, Greece"
2018-01-15T23:21:11.690Z,36.0683333,-120.1028333,1.61,nc,"8km NNE of Avenal, CA"
2018-01-15T23:17:17.647Z,62.0803,-149.9178,1.3,ak,"9km SSW of Y, Alaska"
2018-01-15T23:15:38.308Z,62.5045,-149.9001,1,ak,"22km NNE of Talkeetna, Alaska"
2018-01-15T23:13:59.030Z,39.8536667,-122.9245,1.67,nc,"28km NW of Alder Springs, CA"
2018-01-15T23:12:52.698Z,53.8993,-163.9928,2.2,ak,"112km SSW of False Pass, Alaska"
2018-01-15T23:10:54.411Z,59.6096,-153.4421,1.7,ak,"84km E of Old Iliamna, Alaska"
2018-01-15T23:08:01.015Z,59.6507,-153.3353,1.6,ak,"85km W of Anchor Point, Alaska"
2018-01-15T23:05:54.304Z,62.3721,-151.0308,1.6,ak,"48km W of Talkeetna, Alaska"
2018-01-15T22:57:56.983Z,56.7865,-155.0737,1.8,ak,"106km SW of Larsen Bay, Alaska"
2018-01-15T22:56:07.234Z,62.9208,-151.3001,1.3,ak,"90km NW of Talkeetna, Alaska"
2018-01-15T22:47:38.670Z,33.3243333,-116.196,0.94,ci,"18km SSW of Oasis, CA"
2018-01-15T22:45:30.980Z,37.175,-97.9083333,1.92,ismpkansas,"11km ENE of Anthony, Kansas"
2018-01-15T22:44:36.300Z,36.2038,-98.6823,2.6,us,"19km WSW of Fairview, Oklahoma"
2018-01-15T22:40:37.428Z,61.3088,-146.788,1.4,ak,"30km NW of Valdez, Alaska"
2018-01-15T22:40:33.717Z,61.5902,-148.28,0.8,ak,"35km E of Lazy Mountain, Alaska"
2018-01-15T22:34:41.099Z,63.6912,-148.4518,1.1,ak,"31km SE of Healy, Alaska"
2018-01-15T22:33:55.870Z,33.5005,-116.5345,0.74,ci,"14km ESE of Anza, CA"
2018-01-15T22:32:50.540Z,33.1156667,-116.5141667,0.74,ci,"9km ENE of Julian, CA"
2018-01-15T22:30:48.850Z,36.0433333,-120.6078333,2.32,nc,"23km NW of Parkfield, CA"
2018-01-15T22:25:13.967Z,62.2108,-150.0882,1,ak,"12km S of Talkeetna, Alaska"
2018-01-15T22:18:26.213Z,53.9376,-166.6163,1.1,ak,"7km NW of Dutch Harbor, Alaska"
2018-01-15T22:17:30.160Z,36.0053333,-120.8845,1.51,nc,"2km SE of San Ardo, CA"
2018-01-15T22:16:14.070Z,33.019,-116.0803333,1.57,ci,"15km SSE of Ocotillo Wells, CA"
2018-01-15T22:09:01.390Z,38.8271675,-122.8078308,0.9,nc,"7km NW of The Geysers, CA"
2018-01-15T21:51:30.400Z,38.8303333,-122.7891667,0.27,nc,"6km W of Cobb, CA"
2018-01-15T21:51:12.840Z,38.8359985,-122.7958298,0.89,nc,"6km WNW of Cobb, CA"
2018-01-15T21:44:40.640Z,46.6761667,-122.0493333,1.16,uw,"21km NE of Morton, Washington"
2018-01-15T21:31:43.744Z,39.3865,-119.75,0.8,nn,"12km NW of Virginia City, Nevada"
2018-01-15T21:27:26.340Z,33.8641667,-117.5016667,1.36,ci,"2km SE of Home Gardens, CA"
2018-01-15T21:20:15.040Z,33.4941667,-116.7893333,0.6,ci,"9km NE of Aguanga, CA"
2018-01-15T21:16:00.200Z,64.6179,-148.8364,0.2,ak,"13km ENE of North Nenana, Alaska"
2018-01-15T21:14:46.661Z,59.1768,-152.8563,1.6,ak,"88km SW of Anchor Point, Alaska"
2018-01-15T21:14:34.780Z,33.4911667,-116.7838333,0.37,ci,"9km NE of Aguanga, CA"
2018-01-15T21:01:47.494Z,68.5915,-147.2412,1.1,ak,"87km NW of Arctic Village, Alaska"
2018-01-15T21:00:58.614Z,55.5196,-158.8796,2.1,ak,"82km S of Chignik Lake, Alaska"
2018-01-15T20:46:23.692Z,52.97,-167.6284,2.2,ak,"83km E of Nikolski, Alaska"
2018-01-15T20:43:44.850Z,11.1109,125.3903,4.6,us,"0km ENE of Balangiga, Philippines"
2018-01-15T20:43:19.338Z,39.9615,-120.7406,1.1,nn,"13km ENE of East Quincy, California"
2018-01-15T20:41:39.270Z,30.5516,132.0594,4.5,us,"103km E of Nishinoomote, Japan"
2018-01-15T20:38:30.489Z,61.4453,-146.6613,1.3,ak,"38km NNW of Valdez, Alaska"
2018-01-15T20:38:28.690Z,60.0326,-151.7093,1.1,ak,"29km NNE of Anchor Point, Alaska"
2018-01-15T20:36:03.430Z,37.5395,-118.8725,0.28,nc,"14km SE of Mammoth Lakes, CA"
2018-01-15T20:30:57.460Z,33.851,-117.4878333,1.22,ci,"4km SE of Home Gardens, CA"
2018-01-15T20:30:43.510Z,33.6895,-116.8078333,1.27,ci,"10km SW of Idyllwild, CA"
2018-01-15T20:25:36.685Z,37.8823,-116.0589,0.5,nn,"43km SE of Warm Springs, Nevada"
2018-01-15T20:24:14.760Z,38.1909,23.9373,4.3,us,"2km WSW of Grammatikon, Greece"
2018-01-15T20:21:38.690Z,37.3996,-97.418,2.3,us,"12km W of Belle Plaine, Kansas"
2018-01-15T20:14:00.210Z,34.0793333,-117.2946667,0.79,ci,"2km ENE of Colton, CA"
2018-01-15T20:02:47.660Z,46.0118333,-112.4733333,1.38,mb,"4km E of Butte, Montana"
2018-01-15T20:01:34.918Z,52.4007,-175.1456,1.9,ak,"68km WNW of Atka, Alaska"
2018-01-15T20:01:27.020Z,37.6005,-118.8221667,1.04,nc,"13km WNW of Toms Place, CA"
2018-01-15T19:52:26.070Z,33.9825,-116.7475,0.59,ci,"8km NNE of Cabazon, CA"
2018-01-15T19:52:03.010Z,33.9833333,-116.7461667,0.87,ci,"8km NNE of Cabazon, CA"
2018-01-15T19:49:14.998Z,38.3344,-118.5519,0.6,nn,"22km SSE of Hawthorne, Nevada"
2018-01-15T19:33:58.870Z,38.829,-122.8256667,0.27,nc,"8km NW of The Geysers, CA"
2018-01-15T19:32:03.164Z,62.2566,-150.8969,1.2,ak,"41km W of Talkeetna, Alaska"
2018-01-15T19:27:19.690Z,37.8299,22.0354,4.4,us,"23km SSW of Kalavryta, Greece"
2018-01-15T19:26:43.070Z,36.0813333,-120.0908333,1.59,nc,"9km NNE of Avenal, CA"
2018-01-15T19:15:40.239Z,62.8485,-151.1985,1.4,ak,"80km NW of Talkeetna, Alaska"
2018-01-15T19:11:59.182Z,63.5014,-148.3409,1.4,ak,"32km ENE of Cantwell, Alaska"
2018-01-15T19:09:23.920Z,12.1594,-87.9865,4.5,us,"87km SW of Jiquilillo, Nicaragua"
2018-01-15T19:06:22.431Z,38.9024,-118.2004,1.8,nn,"24km W of Gabbs, Nevada"
2018-01-15T18:54:09.380Z,5.6191,126.2464,4.4,us,"74km ESE of Caburan, Philippines"
2018-01-15T18:54:04.730Z,47.7671667,-114.2351667,0.05,mb,"9km NNW of Polson, Montana"
2018-01-15T18:38:08.060Z,34.1991667,-117.5816667,0.99,ci,"8km N of Rancho Cucamonga, CA"
2018-01-15T18:29:40.980Z,37.4695,-90.5998333,2.26,nm,"14km S of Ironton, Missouri"
2018-01-15T18:26:28.039Z,61.4581,-150.7148,1.1,ak,"41km W of Big Lake, Alaska"
2018-01-15T18:22:15.634Z,65.1863,-152.074,0.8,ak,"1km N of Tanana, Alaska"
2018-01-15T18:09:46.287Z,60.9585,-150.4129,1.4,ak,"40km SW of Anchorage, Alaska"
2018-01-15T17:57:16.460Z,33.844,-117.493,1.51,ci,"5km SE of Home Gardens, CA"
2018-01-15T17:54:50.190Z,33.5033333,-116.7911667,0.37,ci,"10km NE of Aguanga, CA"
2018-01-15T17:54:15.026Z,67.5641,-167.7813,2.4,ak,"97km SSW of Point Hope, Alaska"
2018-01-15T17:52:08.102Z,61.9546,-148.8254,0.9,ak,"17km N of Sutton-Alpine, Alaska"
2018-01-15T17:51:34.550Z,47.837,-113.2873333,1.2,mb,"63km ESE of Bigfork, Montana"
2018-01-15T17:49:56.310Z,61.0399,-148.8802,1.2,ak,"31km NNW of Whittier, Alaska"
2018-01-15T17:45:21.910Z,33.932,-116.8375,1.33,ci,"4km E of Banning, CA"
2018-01-15T17:37:03.802Z,39.3677,-119.9963,0.4,nn,"13km N of Incline Village, Nevada"
2018-01-15T17:34:37.233Z,66.6131,-152.2807,1.2,ak,"18km ENE of New Allakaket, Alaska"
2018-01-15T17:33:23.381Z,59.5781,-152.7009,1.6,ak,"53km WSW of Anchor Point, Alaska"
2018-01-15T17:25:50.131Z,63.107,-149.8081,1.1,ak,"53km SW of Cantwell, Alaska"
2018-01-15T17:24:04.100Z,33.5341667,-116.5386667,0.74,ci,"13km E of Anza, CA"
2018-01-15T17:23:44.890Z,33.5406667,-116.5388333,0.68,ci,"13km E of Anza, CA"
2018-01-15T17:23:26.410Z,33.5318333,-116.5421667,1.36,ci,"12km ESE of Anza, CA"
2018-01-15T17:23:07.130Z,64.6656,-149.1576,0.2,ak,"9km NNW of North Nenana, Alaska"
2018-01-15T17:16:40.890Z,46.8973333,-112.5536667,1.67,mb,"11km ESE of Lincoln, Montana"
2018-01-15T17:14:35.363Z,61.1928,-151.1234,1.1,ak,"56km N of Nikiski, Alaska"
2018-01-15T17:11:56.590Z,33.8836667,-116.8655,0.68,ci,"5km SSE of Banning, CA"
2018-01-15T16:58:45.113Z,62.4949,-150.8832,1.3,ak,"44km WNW of Talkeetna, Alaska"
2018-01-15T16:55:23.580Z,59.9524,-147.7221,2,ak,"96km ESE of Bear Creek, Alaska"
2018-01-15T16:44:38.560Z,52.1139,-178.6384,2.5,us,"42km NW of Tanaga Volcano, Alaska"
2018-01-15T16:43:28.540Z,37.6053333,-118.8806667,0.64,nc,"9km ESE of Mammoth Lakes, CA"
2018-01-15T16:39:54.310Z,46.8646667,-112.5363333,1.75,mb,"14km SE of Lincoln, Montana"
2018-01-15T16:38:19.094Z,62.5022,-151.8678,1.1,ak,"93km WNW of Talkeetna, Alaska"
2018-01-15T16:38:13.768Z,60.0205,-152.7784,1.4,ak,"51km S of Redoubt Volcano, Alaska"
2018-01-15T16:29:44.820Z,59.4231,-153.1785,1.7,ak,"85km WSW of Anchor Point, Alaska"
2018-01-15T16:27:03.080Z,36.0583333,-120.114,1.46,nc,"6km NNE of Avenal, CA"
2018-01-15T16:21:29.334Z,37.7381,-116.2222,0.8,nn,"51km SSE of Warm Springs, Nevada"
2018-01-15T16:19:55.617Z,38.3816,-118.9018,1,nn,"28km WSW of Hawthorne, Nevada"
2018-01-15T16:19:31.647Z,62.9523,-151.0694,1.4,ak,"85km NW of Talkeetna, Alaska"
2018-01-15T16:17:20.900Z,36.0561667,-120.1126667,2.85,nc,"6km NNE of Avenal, CA"
2018-01-15T16:15:27.170Z,62.7121,-149.4984,2.7,ak,"53km NE of Talkeetna, Alaska"
2018-01-15T16:11:09.870Z,-5.5803,110.4001,4.4,us,"105km NNW of Batang, Indonesia"
2018-01-15T16:04:23.309Z,38.4999,-118.3738,1.2,nn,"22km E of Hawthorne, Nevada"
2018-01-15T15:58:08.518Z,52.2652,-173.7075,1.9,ak,"34km ENE of Atka, Alaska"
2018-01-15T15:55:32.090Z,40.4831667,-124.1508333,1.78,nc,"4km WSW of Rio Dell, CA"
2018-01-15T15:52:43.460Z,33.8695,-117.7205,1.08,ci,"9km ESE of Yorba Linda, CA"
2018-01-15T15:43:22.970Z,38.777,-122.712,0.6,nc,"2km W of Anderson Springs, CA"
2018-01-15T15:43:16.714Z,38.3695,-118.8951,0.5,nn,"29km SW of Hawthorne, Nevada"
2018-01-15T15:42:36.030Z,34.3676667,-117.1403333,0.91,ci,"14km NNE of Lake Arrowhead, CA"
2018-01-15T15:37:53.717Z,39.3861,-119.7522,0.5,nn,"12km NW of Virginia City, Nevada"
2018-01-15T15:20:37.392Z,60.0164,-152.9864,1.8,ak,"53km SSW of Redoubt Volcano, Alaska"
2018-01-15T15:15:36.650Z,20.958,-156.108,2.79,hv,"12km NNE of Wailua, Hawaii"
2018-01-15T15:10:11.390Z,50.7764,-174.0743,2.6,us,"158km S of Atka, Alaska"
2018-01-15T15:05:55.553Z,54.6551,-165.9467,1.9,ak,"58km N of Akutan, Alaska"
2018-01-15T15:04:59.090Z,33.5838,45.6706,4.1,us,"21km SSE of Mandali, Iraq"
2018-01-15T15:00:32.366Z,60.3666,-152.0493,1.4,ak,"40km W of Cohoe, Alaska"
2018-01-15T14:55:06.960Z,-56.8508,-24.8749,4.7,us,"143km E of Visokoi Island, South Georgia and the South Sandwich Islands"
2018-01-15T14:54:21.175Z,39.3793,-119.7446,0.2,nn,"11km NW of Virginia City, Nevada"
2018-01-15T14:53:19.084Z,61.6835,-150.7148,0.9,ak,"36km W of Willow, Alaska"
2018-01-15T14:51:05.609Z,53.5733,-166.0615,1.7,ak,"45km SE of Unalaska, Alaska"
2018-01-15T14:47:21.940Z,10.9852,-86.3641,4.3,us,"61km WSW of San Juan del Sur, Nicaragua"
2018-01-15T14:43:58.176Z,53.2099,-166.0179,1.8,ak,"81km SSE of Unalaska, Alaska"
2018-01-15T14:43:22.690Z,33.5215,-116.7343333,0.95,ci,"7km WSW of Anza, CA"
2018-01-15T14:42:10.989Z,64.6601,-149.0458,0.1,ak,"9km NNE of North Nenana, Alaska"
2018-01-15T14:34:56.034Z,59.6371,-152.5639,1.8,ak,"44km WSW of Anchor Point, Alaska"
2018-01-15T14:27:45.940Z,31.6495,46.961,4.5,us,"22km WNW of Al Majar al Kabir, Iraq"
2018-01-15T14:27:14.150Z,-15.524,-71.3668,4.5,us,"8km WNW of Jayune, Peru"
2018-01-15T14:26:17.420Z,33.6921667,-116.7956667,0.42,ci,"9km SW of Idyllwild, CA"
2018-01-15T14:20:43.490Z,19.7383333,-156.1298333,2.6,hv,"15km W of Kalaoa, Hawaii"
2018-01-15T14:17:53.213Z,53.9395,-166.6303,1.3,ak,"8km NW of Dutch Harbor, Alaska"
2018-01-15T14:16:59.297Z,59.7816,-152.8774,1.1,ak,"58km W of Anchor Point, Alaska"
2018-01-15T14:14:59.790Z,-9.6745,107.5209,4.6,us,"218km ENE of Flying Fish Cove, Christmas Island"
2018-01-15T13:50:06.570Z,35.7348,52.687,4.4,us,"56km E of Damavand, Iran"
2018-01-15T13:40:06.650Z,37.611,-118.8328333,-0.03,nc,"13km ESE of Mammoth Lakes, CA"
2018-01-15T13:32:04.178Z,61.5949,-151.8224,1.3,ak,"96km W of Willow, Alaska"
2018-01-15T13:31:53.069Z,51.5337,-176.9492,1.7,ak,"43km SSW of Adak, Alaska"
2018-01-15T13:31:37.162Z,59.643,-151.9953,1.4,ak,"17km SSW of Anchor Point, Alaska"
2018-01-15T13:24:47.600Z,38.3823,-118.9022,0.6,nn,"28km WSW of Hawthorne, Nevada"
2018-01-15T13:21:59.040Z,39.7539,-120.3029,0.1,nn,"15km ESE of Portola, California"
2018-01-15T13:18:55.571Z,64.7475,-148.9771,0.3,ak,"19km NNE of North Nenana, Alaska"
2018-01-15T13:06:20.998Z,60.2887,-143.0954,1.8,ak,"44km NW of Cape Yakataga, Alaska"
2018-01-15T13:03:23.580Z,38.7833328,-122.7556686,0.48,nc,"1km N of The Geysers, CA"
2018-01-15T12:58:06.641Z,62.7056,-149.6329,1.3,ak,"49km NNE of Talkeetna, Alaska"
2018-01-15T12:49:47.260Z,-14.2551,170.2501,4.5,us,"294km E of Sola, Vanuatu"
2018-01-15T12:46:54.370Z,33.4923333,-116.7886667,0.65,ci,"9km NE of Aguanga, CA"
2018-01-15T12:26:00.656Z,39.7477,-120.3032,0.5,nn,"15km ESE of Portola, California"
2018-01-15T12:22:20.747Z,39.7438,-120.2957,1.1,nn,"16km ESE of Portola, California"
2018-01-15T12:22:07.453Z,54.9747,-159.8583,2,ak,"28km NW of Chernabura Island, Alaska"
2018-01-15T12:18:30.760Z,34.1345,-118.4586667,0.97,ci,"2km SSW of Sherman Oaks, CA"
2018-01-15T12:17:13.307Z,39.3847,-119.7493,0.4,nn,"11km NW of Virginia City, Nevada"
2018-01-15T12:15:47.323Z,39.1136,-120.0476,0.5,nn,"8km NE of Tahoma, California"
2018-01-15T12:10:30.524Z,39.0288,-118.7585,0.8,nn,"35km E of Yerington, Nevada"
2018-01-15T12:09:45.960Z,47.7005,-122.5886667,1.02,uw,"4km SW of Suquamish, Washington"
2018-01-15T12:07:26.667Z,39.0371,-118.7605,1,nn,"35km E of Yerington, Nevada"
2018-01-15T12:06:03.653Z,39.0346,-118.757,0.9,nn,"35km E of Yerington, Nevada"
2018-01-15T12:01:37.388Z,62.5928,-151.1565,1.3,ak,"61km WNW of Talkeetna, Alaska"
2018-01-15T11:54:46.907Z,59.929,-139.0901,1.6,ak,"55km NE of Yakutat, Alaska"
2018-01-15T11:51:38.350Z,38.7955,-7.9547,4.1,us,"25km N of Evora, Portugal"
2018-01-15T11:51:08.419Z,60.8617,-150.3695,1.3,ak,"42km NNE of Sterling, Alaska"
2018-01-15T11:45:56.708Z,62.0739,-147.5575,1.1,ak,"74km ENE of Sutton-Alpine, Alaska"
2018-01-15T11:40:41.957Z,63.2856,-151.3904,2,ak,"122km W of Cantwell, Alaska"
2018-01-15T11:39:22.580Z,38.9578333,-111.406,1.1,uu,"28km WSW of Ferron, Utah"
2018-01-15T11:34:45.750Z,35.6576667,-121.0775,1.27,nc,"10km E of San Simeon, CA"
2018-01-15T11:32:23.242Z,53.506,-166.7756,1.7,ak,"43km SSW of Unalaska, Alaska"
2018-01-15T11:28:46.000Z,54.5114,168.2417,4,us,"163km ESE of Nikol'skoye, Russia"
2018-01-15T11:20:11.850Z,33.5241667,-116.7308333,0.11,ci,"6km WSW of Anza, CA"
2018-01-15T11:19:41.005Z,55.1635,-162.2978,2.4,ak,"27km E of Cold Bay, Alaska"
2018-01-15T11:15:42.940Z,19.3496667,-155.2366667,1.71,hv,"8km S of Volcano, Hawaii"
2018-01-15T11:11:56.340Z,61.3091,-150.4815,1.1,ak,"32km WNW of Anchorage, Alaska"
2018-01-15T11:10:24.782Z,39.3835,-119.7518,1,nn,"12km NW of Virginia City, Nevada"
2018-01-15T11:09:37.840Z,38.8436661,-122.8355026,0.57,nc,"10km WNW of Cobb, CA"
2018-01-15T11:08:16.120Z,46.2123,152.8582,4.4,us,Kuril Islands
2018-01-15T11:05:32.330Z,33.5221667,-116.732,0.23,ci,"6km SW of Anza, CA"
2018-01-15T11:05:00.720Z,33.3345,-116.8755,0.05,ci,"3km SSW of Palomar Observatory, CA"
2018-01-15T11:04:10.314Z,39.3841,-119.7516,0,nn,"12km NW of Virginia City, Nevada"
2018-01-15T11:03:35.260Z,35.2595,-120.8735,1.71,nc,"7km SSW of Baywood-Los Osos, CA"
2018-01-15T11:02:14.740Z,-62.3363,165.0876,4.6,us,Balleny Islands region
2018-01-15T11:00:31.010Z,38.8101654,-122.8156662,0.73,nc,"6km NW of The Geysers, CA"
2018-01-15T10:55:51.590Z,38.7734985,-122.7478333,0.9,nc,"1km ESE of The Geysers, CA"
2018-01-15T10:54:35.503Z,38.3546,-118.1144,0.2,nn,"48km ESE of Hawthorne, Nevada"
2018-01-15T10:46:13.368Z,38.0832,-118.2399,0.8,nn,"59km SE of Hawthorne, Nevada"
2018-01-15T10:44:58.190Z,38.004,-118.9528333,1.42,nc,"16km ENE of Lee Vining, CA"
2018-01-15T10:20:17.844Z,63.0653,-151.4942,0.9,ak,"108km NW of Talkeetna, Alaska"
2018-01-15T10:11:02.501Z,39.1197,-119.0606,1.2,nn,"17km NNE of Yerington, Nevada"
